RowNumber,CustomerId,CustomerId_ref_number,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
9159,CUS15568849,15568849,Bryan,540,Spain,Female,31,10,118158.74,1,1,1,158027.57,0
9160,CUS15747762,15747762,Chigozie,609,France,Male,32,7,118520.41,1,0,0,3815.48,0
9161,CUS15753679,15753679,Mullawirraburka,778,France,Male,24,4,0,2,1,1,162809.2,0
9162,CUS15750049,15750049,Steele,621,France,Male,40,10,163823.37,1,0,0,89519.47,0
9163,CUS15606097,15606097,Zakharov,665,Germany,Male,63,7,104469.58,1,1,1,25165.36,1
9164,CUS15802368,15802368,Ch'eng,608,France,Female,47,6,0,1,1,1,126012.57,0
9165,CUS15767488,15767488,Berry,680,Spain,Male,36,7,0,2,1,0,20109.21,0
9166,CUS15669946,15669946,Jen,663,Germany,Female,46,2,141726.88,1,1,1,58257.23,0
9167,CUS15612103,15612103,Wang,627,Germany,Female,35,2,137852.96,1,1,1,172269.21,1
9168,CUS15645353,15645353,Chubb,607,France,Male,26,1,0,1,1,0,29818.2,0
9169,CUS15650018,15650018,Chen,681,France,Female,43,8,154100.3,1,0,0,114659.81,0
9170,CUS15659002,15659002,Mazzanti,766,France,Female,45,6,0,2,0,0,147184.74,0
9171,CUS15616028,15616028,T'ao,694,France,Male,30,2,0,3,0,1,15039.41,0
9172,CUS15660475,15660475,Ndubueze,411,France,Female,54,9,0,1,0,1,76621.49,0
9173,CUS15652615,15652615,Ferri,742,France,Male,39,8,140004.96,1,1,1,92985.78,0
9174,CUS15653572,15653572,Thornton,673,Spain,Male,43,8,127132.96,1,0,1,6009.27,1
9175,CUS15628059,15628059,DeRose,529,France,Male,61,1,0,2,1,1,191370.97,0
9176,CUS15703413,15703413,Montes,519,France,Female,38,7,125328.56,1,1,0,188225.67,0
9177,CUS15610433,15610433,Kwemto,573,France,Male,35,9,0,2,1,0,11743.89,0
9178,CUS15770548,15770548,Lucchese,453,Germany,Female,28,3,139986.65,1,1,0,136846.75,0
9179,CUS15645637,15645637,Huggins,798,Germany,Female,39,6,119787.76,1,1,1,164248.33,0
9180,CUS15590888,15590888,Wade,693,Spain,Female,34,10,107556.06,2,0,0,154631.35,0
9181,CUS15568326,15568326,Kenenna,637,France,Female,44,2,0,2,1,0,149665.65,0
9182,CUS15655368,15655368,Wheeler,672,France,Male,47,1,0,1,0,0,91574.92,0
9183,CUS15665579,15665579,Cartwright,597,France,Female,28,0,142705.95,1,1,0,127233.39,0
9184,CUS15676091,15676091,Iloerika,543,France,Male,42,7,0,1,1,1,56650.47,0
9185,CUS15716984,15716984,Palermo,695,Spain,Female,56,4,0,2,1,0,84644.76,0
9186,CUS15715078,15715078,Nkemakolam,584,France,Male,35,6,161613.94,2,1,1,148238.16,0
9187,CUS15569452,15569452,Butler,652,Germany,Female,58,3,116353.2,2,0,1,193502.9,0
9188,CUS15628863,15628863,Calabresi,601,France,Male,38,4,60013.81,1,1,1,38020.05,0
9189,CUS15778192,15778192,Nkemdilim,628,Spain,Male,28,4,0,2,1,1,176750.81,0
9190,CUS15793723,15793723,Ch'iu,607,Germany,Male,32,9,144272.07,2,1,0,176580.63,0
9191,CUS15798943,15798943,Alexander,646,France,Female,46,8,0,2,1,0,133059.15,0
9192,CUS15764708,15764708,Chiabuotu,572,France,Male,30,6,117696.67,1,1,0,100843.82,0
9193,CUS15791040,15791040,Vasilyeva,801,Spain,Male,58,1,79954.61,2,1,1,30484.19,0
9194,CUS15631512,15631512,Schneider,597,France,Female,26,8,149989.39,1,1,0,42330.58,0
9195,CUS15640106,15640106,Mason,613,France,Male,40,7,124339.9,1,0,0,193309.58,0
9196,CUS15710315,15710315,Chukwukadibia,529,Germany,Male,29,4,135759.4,1,0,0,112813.79,1
9197,CUS15771535,15771535,Tsui,794,Spain,Female,37,9,0,2,1,0,68008.85,0
9198,CUS15611947,15611947,Banks,557,France,Male,34,3,83074,1,1,0,132673.22,0
9199,CUS15670266,15670266,Shih,499,France,Female,28,4,141792.61,1,1,1,22001.91,0
9200,CUS15609083,15609083,Tretiakova,544,France,Female,26,6,0,1,1,0,100200.4,1
9201,CUS15567923,15567923,Barese,739,France,Female,30,6,0,1,0,0,122604.44,0
9202,CUS15788183,15788183,Longo,458,Germany,Female,43,1,106870.12,2,1,0,100564.37,0
9203,CUS15735782,15735782,MacDonald,528,France,Male,31,9,120962.59,1,1,0,5419.31,0
9204,CUS15774401,15774401,Chambers,773,Spain,Male,51,4,0,2,0,0,123587.83,1
9205,CUS15737971,15737971,Cowen,646,France,Female,30,5,0,2,1,0,13935.32,0
9206,CUS15758750,15758750,Iweobiegbunam,564,France,Male,31,0,110527.17,1,1,1,87060.77,0
9207,CUS15611767,15611767,Mai,624,Germany,Female,52,0,133723.43,1,0,0,4859.59,1
9208,CUS15643770,15643770,Yu,682,France,Female,52,5,112670.48,1,1,0,21085.17,1
9209,CUS15744717,15744717,Duffy,726,France,Female,44,2,0,2,1,1,26733.86,0
9210,CUS15570681,15570681,Chiang,560,France,Male,24,1,116084.32,1,1,0,89734.7,0
9211,CUS15792650,15792650,Watts,382,Spain,Male,36,0,0,1,1,1,179540.73,1
9212,CUS15605531,15605531,Daly,457,Spain,Female,38,6,0,2,1,0,173219.09,0
9213,CUS15605339,15605339,Baker,673,France,Female,37,10,0,2,1,1,37411.35,0
9214,CUS15672216,15672216,Uvarov,584,France,Female,40,4,82441.75,1,0,0,80852.11,0
9215,CUS15812893,15812893,Costa,629,France,Female,39,10,0,2,1,1,43174.49,1
9216,CUS15624180,15624180,Genovesi,584,Germany,Female,37,10,134171.8,4,1,1,70927.11,1
9217,CUS15701364,15701364,Doherty,724,France,Male,30,10,0,2,1,1,54265.55,0
9218,CUS15762588,15762588,Kaleski,644,France,Male,31,5,0,2,1,1,41872.17,0
9219,CUS15806318,15806318,Wright,676,Germany,Female,48,2,124442.38,1,1,0,15068.53,1
9220,CUS15712596,15712596,Huang,499,France,Male,31,4,0,1,1,0,25950.49,0
9221,CUS15600399,15600399,Trentino,598,France,Male,60,4,0,1,1,0,197727.14,1
9222,CUS15576216,15576216,Chienezie,655,Germany,Female,37,4,108862.76,1,1,0,79555.08,1
9223,CUS15620750,15620750,Sugden,559,France,Male,28,3,141099.43,1,1,1,15607.27,0
9224,CUS15623489,15623489,Tu,543,France,Female,67,0,128843.67,1,1,1,134612.48,0
9225,CUS15667944,15667944,Onuchukwu,679,France,Male,39,0,86843.61,1,0,1,159830.58,0
9226,CUS15584928,15584928,Ugochukwutubelum,594,Germany,Female,32,4,120074.97,2,1,1,162961.79,0
9227,CUS15779913,15779913,Davidson,586,France,Male,27,5,130231.8,2,1,1,192427.16,0
9228,CUS15644977,15644977,Goddard,776,France,Female,31,5,0,2,1,0,92647.94,0
9229,CUS15749679,15749679,Beck,699,France,Male,39,2,109724.38,1,1,1,180022.39,0
9230,CUS15629010,15629010,Beam,847,Germany,Female,35,5,111743.43,1,1,1,183584.14,0
9231,CUS15768465,15768465,Sheppard,582,Germany,Male,35,8,121309.17,2,1,1,28750.67,0
9232,CUS15767781,15767781,Godfrey,648,France,Male,38,10,82697.28,1,1,0,74846.67,0
9233,CUS15635364,15635364,Gray,618,France,Female,49,9,44301.43,3,1,1,89729.3,1
9234,CUS15722004,15722004,Hsiung,543,France,Female,31,4,138317.94,1,0,0,61843.73,0
9235,CUS15766044,15766044,Cameron,642,Germany,Male,49,4,120688.61,1,1,0,24770.22,1
9236,CUS15586680,15586680,Fleming,462,France,Male,27,4,176913.52,1,1,0,80587.27,0
9237,CUS15635388,15635388,Austin,640,Spain,Male,47,6,89047.14,1,1,0,116286.25,0
9238,CUS15655175,15655175,Wallace,740,Germany,Male,40,4,114318.78,2,1,0,129333.69,1
9239,CUS15639133,15639133,Ku,773,France,Female,50,4,0,2,1,0,129372.94,0
9240,CUS15799653,15799653,Fiorentino,583,Germany,Female,32,7,94753.55,2,1,1,18149.03,0
9241,CUS15723872,15723872,Buccho,589,Spain,Female,46,10,0,2,0,1,168369.37,0
9242,CUS15775627,15775627,Gordon,509,France,Male,35,8,0,2,0,1,67431.28,0
9243,CUS15630704,15630704,Haworth,612,Germany,Male,32,9,106520.73,2,1,0,177092.16,0
9244,CUS15815534,15815534,Guidry,505,Spain,Male,37,0,134006.39,1,1,1,93736.69,0
9245,CUS15697249,15697249,Lettiere,546,Germany,Female,25,3,132837.7,1,1,0,131647.31,0
9246,CUS15681316,15681316,Tai,681,France,Female,41,0,120549.29,2,1,0,175722.31,0
9247,CUS15682523,15682523,Chigozie,762,France,Male,20,1,139432.55,1,1,1,85606.83,0
9248,CUS15650244,15650244,Bezrukov,786,Spain,Male,29,7,80895.44,2,1,0,64945.57,0
9249,CUS15648638,15648638,Chia,629,Spain,Male,34,6,0,2,1,0,190347.72,0
9250,CUS15795747,15795747,Sheppard,787,Spain,Female,39,7,171646.76,1,0,1,100791.36,0
9251,CUS15607330,15607330,Vasilyev,713,Spain,Male,42,0,109121.71,1,0,1,167873.49,0
9252,CUS15624013,15624013,Maxwell,541,France,Female,39,6,109844.81,1,1,0,25289.23,0
9253,CUS15800805,15800805,Maher,451,France,Female,31,7,140931.82,1,0,1,20388.77,0
9254,CUS15667321,15667321,Cocci,644,Spain,Male,49,10,0,2,1,1,145089.64,0
9255,CUS15601116,15601116,P'an,686,France,Male,32,6,0,2,1,1,179093.26,0
9256,CUS15622033,15622033,Rapuluchukwu,847,Germany,Female,41,3,101543.51,4,1,0,16025.17,1
9257,CUS15758451,15758451,Azuka,765,Germany,Male,37,7,102708.77,1,1,0,9087.81,0
9258,CUS15688689,15688689,Esposito,678,Germany,Female,37,8,149000.91,2,1,1,21472.42,0
9259,CUS15652674,15652674,Hou,539,France,Male,20,0,83459.86,1,1,1,146752.67,0
9260,CUS15806327,15806327,Cyril,800,France,Female,40,3,75893.11,2,1,0,132562.23,0
9261,CUS15649618,15649618,Tomlinson,799,Germany,Female,39,7,167395.6,2,0,1,139537.43,0
9262,CUS15677117,15677117,Crawford,629,France,Female,61,6,0,2,1,1,133672.61,0
9263,CUS15751445,15751445,Chikwado,734,Germany,Female,52,6,71283.09,2,0,1,38984.37,0
9264,CUS15749669,15749669,Hargreaves,542,France,Female,31,3,0,2,1,1,115217.59,0
9265,CUS15656351,15656351,Laidley,414,Spain,Male,60,3,0,2,1,1,93844.82,0
9266,CUS15667438,15667438,Ferguson,675,France,Female,38,1,104016.88,1,0,0,22068.83,1
9267,CUS15682273,15682273,Burns,683,France,Female,38,5,127616.56,1,1,0,123846.07,0
9268,CUS15580912,15580912,McNeill,748,France,Male,32,5,154737.88,2,1,1,172638.13,0
9269,CUS15785183,15785183,Chukwuebuka,596,Spain,Male,29,2,0,2,1,1,1591.19,0
9270,CUS15705383,15705383,Shen,642,France,Male,35,4,125476.31,1,1,1,91775.51,0
9271,CUS15712903,15712903,Diaz,499,France,Female,21,3,176511.08,1,1,1,153920.22,0
9272,CUS15774285,15774285,Kentish,649,Spain,Female,47,8,110783.28,1,1,1,71420.16,0
9273,CUS15583138,15583138,Persse,739,France,Male,42,2,141642.92,2,1,0,172149.76,0
9274,CUS15740160,15740160,Okwukwe,616,France,Male,31,1,0,2,1,1,54706.75,0
9275,CUS15793425,15793425,Watt,560,Spain,Female,33,9,0,1,0,1,183358.21,0
9276,CUS15749265,15749265,Carslaw,427,Germany,Male,42,1,75681.52,1,1,1,57098,0
9277,CUS15623989,15623989,Griffin,435,France,Male,54,3,0,1,1,0,156910.46,1
9278,CUS15604832,15604832,Hsia,633,France,Male,29,7,0,1,1,1,130224.73,0
9279,CUS15584580,15584580,Fyodorova,443,France,Male,35,6,161111.45,1,0,0,13946.66,0
9280,CUS15573854,15573854,Chukwujekwu,727,France,Male,62,5,0,2,0,1,38652.96,0
9281,CUS15614847,15614847,Townsend,674,France,Female,45,6,72494.69,1,0,1,140041.78,0
9282,CUS15679966,15679966,Marsh,661,France,Female,31,3,133964.3,1,1,1,166187.1,0
9283,CUS15799435,15799435,Hayes,619,Spain,Male,34,1,0,1,1,0,139919.38,0
9284,CUS15752186,15752186,Padovano,562,France,Female,27,3,0,2,1,0,28137.03,0
9285,CUS15705544,15705544,Ma,633,France,Male,61,3,157201.48,1,0,1,50368.63,0
9286,CUS15713632,15713632,Ham,551,Spain,Female,48,5,95679.29,1,0,0,94978.1,0
9287,CUS15586523,15586523,Paten,720,Germany,Female,29,7,106230.92,1,1,1,69903.93,1
9288,CUS15609176,15609176,Cawthorne,688,France,Female,32,5,0,2,0,1,177607.77,0
9289,CUS15769308,15769308,Herbert,635,Germany,Female,36,9,81231.85,2,1,0,196731.08,0
9290,CUS15676810,15676810,Jen,561,France,Female,31,1,81480.27,2,1,1,65234.6,0
9291,CUS15634591,15634591,Saunders,850,France,Male,33,8,73059.38,1,1,1,186281,0
9292,CUS15679804,15679804,Esquivel,636,France,Male,36,5,117559.05,2,1,1,111573.3,0
9293,CUS15677764,15677764,Chao,461,Germany,Female,74,1,186445.31,2,1,1,196767.83,0
9294,CUS15571917,15571917,Eluemuno,771,Germany,Female,38,5,137657.71,2,1,0,72985.61,0
9295,CUS15574608,15574608,Sidorova,713,France,Male,36,8,133889.35,1,1,1,143265.65,0
9296,CUS15740868,15740868,Pirogova,658,Germany,Female,45,9,134562.8,1,1,1,159268.67,0
9297,CUS15702442,15702442,Benson,586,Germany,Female,56,9,100781.75,2,1,1,54448.41,0
9298,CUS15699797,15699797,Santana,737,France,Male,30,8,174356.13,1,0,0,31928.5,0
9299,CUS15648047,15648047,Williamson,742,Germany,Male,27,5,190125.43,2,0,0,21793.59,0
9300,CUS15766826,15766826,North,824,France,Male,26,7,146266,1,1,0,21903.62,1
9301,CUS15591628,15591628,Davies,701,Germany,Male,41,9,164046.1,1,1,0,49405.93,0
9302,CUS15583857,15583857,Siciliano,623,Spain,Female,43,4,123536.52,2,0,0,154908.52,0
9303,CUS15752534,15752534,Mironov,744,France,Male,36,10,0,2,1,1,182867.84,0
9304,CUS15741403,15741403,Amechi,698,Spain,Female,38,1,171848.38,1,0,0,16957.45,0
9305,CUS15783589,15783589,Toscano,616,France,Male,40,9,0,2,0,0,93717.55,0
9306,CUS15598046,15598046,Su,662,France,Female,39,5,139562.05,2,1,0,61636.22,0
9307,CUS15643330,15643330,Chukwuemeka,594,France,Male,37,2,0,2,0,1,95864.5,0
9308,CUS15680405,15680405,P'eng,685,France,Male,40,2,168001.34,2,1,1,167400.29,0
9309,CUS15728683,15728683,Lombardo,742,France,Male,27,0,0,2,0,1,131534.96,0
9310,CUS15621644,15621644,Lombardi,678,Germany,Male,83,6,123356.63,1,0,1,92934.41,0
9311,CUS15733032,15733032,Butler,651,Spain,Male,47,2,0,2,1,1,119808.64,0
9312,CUS15608381,15608381,Dean,585,Germany,Male,50,2,125845.66,1,1,0,9439.31,1
9313,CUS15658946,15658946,Piccio,579,Germany,Male,40,10,45408.85,2,1,0,18732.91,0
9314,CUS15757912,15757912,Bradley,722,Germany,Female,37,0,125977.81,1,0,0,160162.42,0
9315,CUS15645371,15645371,Cameron,613,Germany,Female,51,7,147262.11,1,1,1,53630.9,1
9316,CUS15653110,15653110,Chan,694,France,Male,42,8,133767.19,1,1,0,36405.21,0
9317,CUS15766355,15766355,Lettiere,550,Germany,Male,49,0,108806.96,3,1,0,61446.92,1
9318,CUS15585249,15585249,Mironova,741,France,Male,42,6,106036.52,1,1,0,194686.78,1
9319,CUS15611786,15611786,Tsui,668,Spain,Female,69,9,0,1,0,1,134483.07,0
9320,CUS15575486,15575486,Okoli,529,France,Female,27,1,0,2,1,1,37769.98,0
9321,CUS15780215,15780215,Berry,636,France,Male,31,6,0,2,1,1,2382.61,0
9322,CUS15686099,15686099,Ruse,563,Spain,Male,61,1,82182.1,1,1,0,106826.92,1
9323,CUS15739042,15739042,Bogolyubov,767,France,Female,35,9,0,2,1,0,39511.61,0
9324,CUS15815316,15815316,Kennedy,644,France,Male,50,9,76817,4,1,0,196371.13,1
9325,CUS15778489,15778489,Bolton,780,Germany,Male,71,9,142550.25,2,1,1,122506.78,0
9326,CUS15786389,15786389,Chuang,635,Spain,Female,41,10,0,2,1,1,61994.2,0
9327,CUS15601787,15601787,Greco,641,Germany,Male,35,2,103711.56,1,0,1,192464.21,1
9328,CUS15624715,15624715,Ma,593,Spain,Female,40,2,0,1,1,1,5194.95,0
9329,CUS15763093,15763093,Nucci,540,Germany,Female,35,7,128369.75,2,1,0,198256.15,0
9330,CUS15572073,15572073,Yao,663,Spain,Male,35,5,0,2,1,1,62634.94,0
9331,CUS15780256,15780256,Palfreyman,630,France,Male,34,9,0,2,1,1,114006.35,0
9332,CUS15659305,15659305,Webster,605,Germany,Male,19,8,166133.28,1,1,1,107994.99,0
9333,CUS15638882,15638882,Cardell,710,Germany,Female,62,9,148214.36,1,1,0,48571.14,1
9334,CUS15714680,15714680,Bianchi,755,France,Female,78,5,121206.96,1,1,1,76016.49,0
9335,CUS15777217,15777217,Somadina,641,Spain,Male,25,10,0,2,1,1,180808.39,0
9336,CUS15739123,15739123,Mellor,737,Germany,Male,50,4,127552.85,2,1,0,4225.11,0
9337,CUS15594450,15594450,Tomlinson,695,France,Male,49,9,159458.53,1,1,0,135841.35,0
9338,CUS15797751,15797751,Pai,466,Germany,Female,47,5,102085.72,1,1,1,183536.24,1
9339,CUS15691543,15691543,Lennox,558,Germany,Male,58,2,142537.18,1,1,1,88791.83,0
9340,CUS15722845,15722845,Meldrum,665,Spain,Male,29,1,182781.74,2,1,1,63732.9,0
9341,CUS15605804,15605804,Watson,737,France,Male,45,10,0,2,1,0,1364.54,0
9342,CUS15702061,15702061,Findlay,654,France,Male,29,7,0,2,1,1,149184.15,0
9343,CUS15694321,15694321,Su,619,France,Female,28,3,0,2,1,0,53394.12,0
9344,CUS15798749,15798749,Davidson,845,Germany,Female,43,3,152063.59,2,1,0,97910.06,0
9345,CUS15720050,15720050,Barrett,727,France,Female,28,2,110997.76,1,1,0,101433.76,0
9346,CUS15758048,15758048,Miah,582,France,Male,50,2,148942,1,1,1,116944.3,0
9347,CUS15805681,15805681,Chamberlain,716,France,Male,41,9,0,1,1,1,113267.48,0
9348,CUS15802809,15802809,Vidal,660,Spain,Female,36,0,84438.57,1,1,1,181449.51,0
9349,CUS15807239,15807239,Lung,664,France,Female,34,7,93920.47,1,0,0,179913.98,0
9350,CUS15749093,15749093,Tretyakova,801,France,Male,43,4,158713.08,2,0,0,98586.14,0
9351,CUS15689344,15689344,Montgomery,615,Spain,Male,42,4,0,3,0,1,120321.09,0
9352,CUS15606076,15606076,Golubev,718,Germany,Male,63,7,123204.88,1,1,1,100538.8,0
9353,CUS15610090,15610090,Han,667,France,Male,40,8,72945.29,2,1,0,98931.5,0
9354,CUS15693926,15693926,Pan,670,Spain,Male,37,0,178742.71,1,1,1,194493.57,0
9355,CUS15791501,15791501,Carroll,590,France,Male,43,8,0,2,1,1,143628.31,0
9356,CUS15621870,15621870,Hawkins,739,Spain,Female,40,8,0,1,1,0,167030.51,0
9357,CUS15734711,15734711,Loggia,373,France,Male,42,7,0,1,1,0,77786.37,1
9358,CUS15814405,15814405,Chesnokova,418,France,Female,46,9,0,1,1,1,81014.5,1
9359,CUS15729359,15729359,Chambers,837,France,Female,29,9,0,2,1,1,41866.26,0
9360,CUS15606944,15606944,Fleming,645,Germany,Male,43,9,140121.17,1,1,0,11302.7,1
9361,CUS15671934,15671934,Veale,552,Germany,Male,39,2,132906.88,1,0,1,149384.43,0
9362,CUS15641773,15641773,Browne,580,Germany,Male,45,2,179334.83,2,1,1,169303.65,0
9363,CUS15701972,15701972,Parsons,684,France,Male,35,3,137179.39,1,1,1,37264.11,0
9364,CUS15749114,15749114,Bailey,634,Spain,Male,35,3,0,2,1,1,19515.48,0
9365,CUS15780362,15780362,Ferrari,607,France,Female,49,9,119960.29,2,1,0,103068.22,0
9366,CUS15753229,15753229,Genovese,802,France,Male,29,9,127414.55,1,1,1,134459.12,0
9367,CUS15656009,15656009,McIntyre,736,France,Female,36,6,0,1,1,0,70496.66,0
9368,CUS15785024,15785024,Warner,629,France,Female,40,9,137409.19,1,1,0,175877.7,1
9369,CUS15670492,15670492,Gordon,737,France,Male,28,8,0,2,1,0,106390.01,0
9370,CUS15795458,15795458,McMillan,718,Spain,Female,39,2,0,1,1,1,52138.49,0
9371,CUS15732438,15732438,Cheng,561,France,Male,43,4,0,4,0,0,18522.91,1
9372,CUS15781987,15781987,Akhtar,641,France,Male,31,9,112494.99,1,1,1,32231.6,0
9373,CUS15775826,15775826,Iadanza,677,France,Male,30,1,78133.15,1,0,1,174225.88,0
9374,CUS15807457,15807457,Abernathy,641,Spain,Female,36,1,0,2,1,0,102021.39,0
9375,CUS15632538,15632538,Watson,658,Spain,Female,32,5,145553.07,1,1,1,31484.76,0
9376,CUS15641389,15641389,Shen,659,Germany,Male,48,4,123593.22,2,1,0,82469.06,1
9377,CUS15657306,15657306,Kershaw,567,France,Female,47,2,0,1,0,0,110900.43,1
9378,CUS15709447,15709447,Reed,584,France,Female,26,0,146286.22,1,1,0,105105.35,0
9379,CUS15762682,15762682,Mitchell,709,Spain,Female,35,1,111827.27,2,1,0,12674.68,0
9380,CUS15626042,15626042,Webb,690,Spain,Female,26,2,0,2,1,1,93255.85,0
9381,CUS15597109,15597109,Vanzetti,627,France,Male,70,1,94416.78,1,0,1,145299.5,0
9382,CUS15756148,15756148,Nnanna,765,Spain,Male,45,2,91549.78,1,1,1,47139.44,0
9383,CUS15665634,15665634,Campbell,645,France,Female,38,7,59568.57,1,1,1,167723.25,0
9384,CUS15739997,15739997,Capon,716,France,Female,23,2,94464.81,2,0,1,185900.88,0
9385,CUS15686242,15686242,Otutodilichukwu,771,France,Female,57,4,0,1,0,0,85876.67,1
9386,CUS15759244,15759244,Boone,687,Germany,Male,44,8,95368.14,2,1,1,1787.85,0
9387,CUS15672027,15672027,McIntyre,717,Germany,Female,33,10,102185.42,2,1,0,23231.93,0
9388,CUS15594576,15594576,Zhdanov,524,France,Male,32,1,144875.71,1,0,0,187740.04,0
9389,CUS15707138,15707138,Nagy,679,Spain,Male,39,5,0,2,1,1,100060.54,0
9390,CUS15756954,15756954,Lombardo,538,France,Female,32,2,0,1,1,1,80130.54,0
9391,CUS15619130,15619130,Simpson,752,Germany,Female,37,5,113291.05,2,1,1,132467.54,0
9392,CUS15639665,15639665,Herbert,846,Spain,Male,61,0,0,2,1,1,96202.44,0
9393,CUS15571065,15571065,Lehr,532,Spain,Female,39,0,0,2,1,0,94977.3,0
9394,CUS15686060,15686060,Chou,670,Germany,Male,43,9,111677.88,1,1,0,178827.3,1
9395,CUS15615753,15615753,Upchurch,597,Germany,Female,35,8,131101.04,1,1,1,192852.67,0
9396,CUS15800961,15800961,Ugorji,627,Germany,Male,52,1,76101.81,2,0,1,177238.35,0
9397,CUS15763065,15763065,Palerma,700,Spain,Female,40,2,0,2,1,0,199753.97,0
9398,CUS15672467,15672467,Coles,766,France,Female,52,7,92510.9,2,0,1,66193.61,0
9399,CUS15752915,15752915,Hsueh,488,France,Female,34,2,0,2,1,1,181270.84,0
9400,CUS15744695,15744695,Tu,694,France,Male,39,5,77652.4,1,1,1,25407.59,0
9401,CUS15584897,15584897,Kuo,639,France,Female,31,3,98360.03,1,0,0,20973.8,0
9402,CUS15601857,15601857,Woodhouse,705,Germany,Female,46,4,115518.07,1,0,0,76544.9,1
9403,CUS15674156,15674156,Tretiakova,810,Germany,Male,69,3,27288.43,1,1,1,110509.9,0
9404,CUS15695465,15695465,Gibson,638,France,Female,36,6,0,1,1,0,164247.51,0
9405,CUS15792232,15792232,Moss,595,Spain,Female,43,5,0,2,0,0,105149.8,0
9406,CUS15807900,15807900,Chineze,575,France,Male,36,7,0,1,1,1,55868.97,1
9407,CUS15743760,15743760,Davidson,850,France,Male,31,6,131996.66,2,1,1,178747.43,0
9408,CUS15652835,15652835,Liang,419,Spain,Female,27,2,121580.42,1,0,1,134720.51,0
9409,CUS15767818,15767818,Graham,640,France,Male,55,10,132436.34,1,1,0,978.66,0
9410,CUS15591150,15591150,Nwebube,570,Spain,Male,34,10,0,2,0,1,183387.12,0
9411,CUS15734659,15734659,Sozonov,640,Germany,Female,46,5,107978.4,2,1,0,155876.06,0
9412,CUS15796115,15796115,Forbes,689,Germany,Female,40,4,78119.59,4,1,0,119259.34,1
9413,CUS15724648,15724648,Chikezie,725,France,Male,26,6,98684.15,1,0,0,133720.57,0
9414,CUS15737732,15737732,Onwuemelie,751,France,Female,44,10,0,2,1,0,170634.49,0
9415,CUS15632280,15632280,Toth,544,Spain,Female,53,9,0,1,1,0,125692.07,1
9416,CUS15750407,15750407,Hunt,768,Germany,Female,43,2,129264.05,2,0,0,19150.14,0
9417,CUS15795370,15795370,Mazure,648,Germany,Male,37,6,131753.41,1,1,0,86894.67,0
9418,CUS15656829,15656829,Hughes,577,Spain,Female,33,6,0,2,1,0,57975.8,0
9419,CUS15643794,15643794,Bennett,639,Spain,Female,27,2,0,1,1,1,82938.99,0
9420,CUS15798605,15798605,Tien,686,Germany,Male,26,1,57422.62,1,1,1,79189.4,0
9421,CUS15637324,15637324,Kay,657,France,Female,28,7,0,2,0,1,5177.62,0
9422,CUS15589589,15589589,Bryan,613,France,Male,34,5,144094.2,1,1,0,44510.26,0
9423,CUS15778936,15778936,Ingamells,701,France,Male,33,9,147510.34,1,1,0,190611.92,0
9424,CUS15757385,15757385,Milne,578,Spain,Female,28,8,161592.76,1,1,0,177834.79,0
9425,CUS15666200,15666200,Lombardo,689,France,Female,40,1,0,2,1,1,119446.64,0
9426,CUS15683977,15683977,Owens,687,Spain,Female,72,4,0,2,1,1,50267.69,0
9427,CUS15675518,15675518,Charlton,499,Spain,Female,53,1,75225.53,2,0,0,144849.1,1
9428,CUS15584812,15584812,Overby,693,Spain,Female,39,0,0,2,0,0,81901.6,0
9429,CUS15752984,15752984,Chifley,737,France,Female,70,9,87542.89,2,1,1,42576.86,0
9430,CUS15577913,15577913,Oliver,651,France,Female,32,8,144581.96,1,1,1,87609.5,0
9431,CUS15591980,15591980,Hill,753,France,Male,33,5,122568.05,2,1,1,82820.85,0
9432,CUS15598948,15598948,DeRose,523,Spain,Female,24,5,172231.93,1,0,1,155144.12,0
9433,CUS15574142,15574142,Chuang,458,Germany,Female,28,2,171932.26,2,1,1,9578.24,0
9434,CUS15582903,15582903,Edwards,643,France,Male,39,7,0,2,1,1,170392.59,0
9435,CUS15733229,15733229,Rodriguez,638,Spain,Female,34,7,0,2,0,0,3946.29,0
9436,CUS15635752,15635752,Lo,685,Germany,Male,38,4,111798.06,2,1,1,102184.66,0
9437,CUS15771000,15771000,Powell,684,France,Male,38,4,0,3,1,0,75609.84,0
9438,CUS15804864,15804864,Chu,670,France,Female,27,5,79336.61,1,1,1,26170.08,0
9439,CUS15641175,15641175,Munro,701,Germany,Male,63,3,120916.52,3,0,0,144727.45,1
9440,CUS15692226,15692226,Onwumelu,705,France,Female,31,3,142905.51,1,1,1,58134.97,0
9441,CUS15584156,15584156,Siciliani,593,Spain,Male,27,10,0,3,0,0,94620,1
9442,CUS15702656,15702656,Yobachi,651,France,Female,33,1,96834.78,1,1,0,108764.69,0
9443,CUS15606552,15606552,Akabueze,741,France,Male,37,9,105261.76,2,1,1,149503.54,0
9444,CUS15687001,15687001,Chiemenam,596,Germany,Male,54,1,123544,1,1,1,120314.75,1
9445,CUS15781903,15781903,Odinakachukwu,581,Germany,Male,41,2,127913.71,2,1,1,44205.95,0
9446,CUS15731951,15731951,Reilly,689,Spain,Female,28,5,95328.6,1,1,0,6129.61,1
9447,CUS15580953,15580953,Forbes,544,France,Male,30,4,73218.89,1,0,1,126796.69,0
